instansi,reference,status
Pemerintah Kabupaten Timor Tengah Utara,Pemkab Timteng Utara,yes
Pemerintah Kabupaten Tolikara,BPS Kabupaten Tolikara,no
Pemerintah Kabupaten Tolikara,Pemkab Tolikara,yes
Pemerintah Kabupaten Tolikara,Badan Pusat Statistik Tolikara,no
Pemerintah Kabupaten Tolikara,BPS Tolikara,no
Pemerintah Kabupaten Tolikara,Badan Pusat Statistik Kabupaten Tolikara,no
Pemerintah Kabupaten Tulang Bawang Barat,Pemerintah Kabupaten Tubaba,yes
Pemerintah Kabupaten Tulang Bawang Barat,Pemkab Tulang Bawang,no
Pemerintah Kabupaten Tulang Bawang Barat,Pemerintah Kabupaten Tulang Bawang,no
Pemerintah Kabupaten Tulang Bawang Barat,Pemkab Tubaba,yes
Pemerintah Kabupaten Tulang Bawang Barat,Pemkab Tulang Bawang Barat,yes
Pemerintah Kabupaten Waropen,Pemkab Waropen,yes
Pemerintah Kabupaten Waropen,BPS Kabupaten Waropen,no
Pemerintah Kabupaten Waropen,Suku Waropen,no
Pemerintah Kabupaten Waropen,BPS Kabupaten Waropen,no
Pemerintah Kabupaten Waropen,BPS Waropen,no
Pemerintah Kabupaten Waropen,Badan Pusat Statistik Kabupaten Waropen,no
Pemerintah Kabupaten Way Kanan,Pemkab Way Kanan,yes
Pemerintah Kabupaten Way Kanan,Way Kambas,no
Pemerintah Kabupaten Yahukimo,Pemkab Yahukimo,yes
Pemerintah Kabupaten Yahukimo,Pemkab Yalimo,no
Pemerintah Kabupaten Yahukimo,Pemerintah Kabupaten Yalimo,no
Pemerintah Kabupaten Yalimo,Pemerintah Kabupaten Yahukimo,no
Pemerintah Kabupaten Yalimo,Pemkab Yalimo,yes
Pemerintah Kabupaten Yalimo,Pemkab Yahukimo,no
Pemerintah Kota Ambon,bika ambon,no
Pemerintah Kota Ambon,Pemkot Ambong,yes
Pemerintah Kota Ambon,Pemerintah Kota Ambong,yes
Pemerintah Kota Ambon,Pemkot Ambon,yes
Pemerintah Kota Ambon,Pulau Ambon,no
Pemerintah Kota Balikpapan,Pengadilan Agama Balikpapan,no
Pemerintah Kota Balikpapan,PA Balikpapan,no
Pemerintah Kota Balikpapan,Universitas Balikpapan,no
Pemerintah Kota Balikpapan,Pemkot Balikpapan,yes
Pemerintah Kota Bandar Lampung,Pemkot Bandarlampung,yes
Pemerintah Kota Bandar Lampung,Pemerintah Kota Bandarlampung,yes
Pemerintah Kota Bandar Lampung,Pemkot Banda Aceh,no
Pemerintah Kota Bandar Lampung,Pemprov Lampung,no
Pemerintah Kota Bandar Lampung,Pemkot Bandar Lampung,yes
Pemerintah Kota Bandar Lampung,Pemkab Lampung Timur,no
Pemerintah Kota Bandar Lampung,Pemerintah Kabupaten Lampung Timur,no
Pemerintah Kota Bandar Lampung,Pemkab Lampung Barat,no
Pemerintah Kota Bandar Lampung,Pemkab Lampung Tengah,no
Pemerintah Kota Bandar Lampung,Pemerintah Kabupaten Lampung Tengah,no
Pemerintah Kota Bandar Lampung,Pemkab Lampung Utara,no
Pemerintah Kota Bandar Lampung,Pemerintah Kabupaten Lampung Utara,no
Pemerintah Kota Bandar Lampung,Pemerintah Provinsi Lampung,no
Pemerintah Kota Bandar Lampung,Pemerintah Kabupaten Lampung Barat,no
Pemerintah Kota Bandar Lampung,Pemerintah Kabupaten Lampung Selatan,no
Pemerintah Kota Bandar Lampung,Pemerintah Kota Banda Aceh,no
Pemerintah Kota Bandar Lampung,Pemkab Lampung Selatan,no
Pemerintah Kota Banjarbaru,Pemkot Banjarmasin,no
Pemerintah Kota Banjarbaru,Pemerintah Kota Banjarmasin,no
Pemerintah Kota Banjarbaru,Pemkot Banjarbaru,yes
Pemerintah Kota Banjarbaru,Pemerintah Kabupaten Banjar,no
Pemerintah Kota Banjarbaru,Pemerintah Kota Banjarmasin,no
Pemerintah Kota Banjarbaru,Pemkab Banjar,no
Pemerintah Kota Banjarbaru,Pemerintah Kota Banjar,no
Pemerintah Kota Banjarbaru,Pemkot Banjar,no
Pemerintah Kota Banjarbaru,Pemkot Banjarmasin,no
Pemerintah Kota Banjarmasin,Pemerintah Kota Banjar,no
Pemerintah Kota Banjarmasin,Pemkot Banjar,no
Pemerintah Kota Banjarmasin,Pemkab Banjar,no
Pemerintah Kota Banjarmasin,Pemkot Banjarmasin,yes
Pemerintah Kota Banjarmasin,Pemerintah Kabupaten Banjar,no
Pemerintah Kota Banjarmasin,Pemkot Banjarbaru,no
Pemerintah Kota Banjarmasin,Pemerintah Kota Banjarbaru,no
Pemerintah Kota Banjarmasin,Pemkot Banjarbaru,no
Pemerintah Kota Banjarmasin,Pemerintah Kota Banjarbaru,no
Pemerintah Kota Banjarmasin,Pemerintah Kota Banjarmasih,yes
Pemerintah Kota Banjarmasin,Pemkot Banjarmasih,yes
Pemerintah Kota Batam,Pemerintah Kota Mataram,no
Pemerintah Kota Batam,BATAN,no
Pemerintah Kota Batam,Pemkot Mataram,no
Pemerintah Kota Batam,Pemkot Batam,yes
Pemerintah Kota Bima,Pemkot Bima,yes
Pemerintah Kota Bima,STIE Bima,no
Pemerintah Kota Bima,Bima tri,no
Pemerintah Kota Bima,BIMA Kemdikbudristek,no
Pemerintah Kota Bontang,Banteng,no
Pemerintah Kota Bontang,Pemkot Bontang,yes
Pemerintah Kota Jayapura,Pemerintah Kabupaten Puncak Jaya,no
Pemerintah Kota Jayapura,Pemkot Jayapura,yes
Pemerintah Kota Jayapura,Pemkab Puncak Jaya,no
Pemerintah Kota Kupang,Pemkot Kupang,yes
Pemerintah Kota Kupang,PT Semen Kupang,no
Pemerintah Kota Langsa,bangsa,no
Pemerintah Kota Langsa,Pemkot Langsa,yes
Pemerintah Kota Mataram,Pemkab Mahakam,no
Pemerintah Kota Mataram,Pemkot Mataram,yes
Pemerintah Kota Mataram,Pemerintah Kabupaten Mahakam,no
Pemerintah Kota Metro,kota metropolitan,no
Pemerintah Kota Metro,Metro TV,no
Pemerintah Kota Metro,Pemkot Metro,yes
Pemerintah Kota Palangka Raya,Pemkot Palangkaraya,yes
Pemerintah Kota Palangka Raya,Pemkot Palangka Raya,yes
Pemerintah Kota Palangka Raya,Pemerintah Kota Palangkaraya,yes
Pemerintah Kota Samarinda,Pemkot Samarinda,yes
Pemerintah Kota Samarinda,Pengadilan Agama Samarnda,no
Pemerintah Kota Samarinda,PA Samarinda,no
Pemerintah Kota Subulussalam,Pemkot Subulussalam,yes
Pemerintah Kota Subulussalam,Polres Subulussalam,no
Pemerintah Kota Tanjung Pinang,Pemkot Tanjungpinang,yes
Pemerintah Kota Tanjung Pinang,Pemerintah Kota Tanjungpinang,yes
Pemerintah Kota Tanjung Pinang,Pemkot Tanjung Pinang,yes
Pemerintah Kota Tarakan,Pemkot Tarakan,yes
Pemerintah Kota Tarakan,Tarakanita,no
Pemerintah Kota Ternate,Pemkot Ternate,yes
Pemerintah Kota Ternate,Kesultanan Ternate,no
Pemerintah Kota Tual,Pemkot Tual,yes
Pemerintah Kota Tual,Kota Tua,no
Pemerintah Provinsi Kalimantan Tengah,Pemprov Kalteng,yes
Pemerintah Provinsi Kalimantan Tengah,Pemerintah Provinsi Kalimantan Timur,no
Pemerintah Provinsi Kalimantan Tengah,Pemprov Kalimantan Timur,no
Pemerintah Provinsi Kalimantan Tengah,Pemerintah Provinsi Kalimantan Utara,no
Pemerintah Provinsi Kalimantan Tengah,Pemprov Kalimantan Utara,no
Pemerintah Provinsi Kalimantan Tengah,Pemprov Kalimantan Selatan,no
Pemerintah Provinsi Kalimantan Tengah,Pemerintah Provinsi Kalimantan Selatan,no
Pemerintah Provinsi Kalimantan Tengah,Pemerintah Provinsi Kalteng,yes
Pemerintah Provinsi Kalimantan Tengah,Pemprov Kalimantan Tengah,yes
Pemerintah Provinsi Kalimantan Utara,Pemerintah Provinsi Kaltara,yes
Pemerintah Provinsi Kalimantan Utara,Pemprov Kaltara,yes
Pemerintah Provinsi Kalimantan Utara,Pemprov Kalimantan Utara,yes
Pemerintah Provinsi Kalimantan Utara,Pemprov Kalimantan Selatan,no
Pemerintah Provinsi Kalimantan Utara,Pemerintah Provinsi Kalimantan Selatan,no
Pemerintah Provinsi Kalimantan Utara,Pemprov Kalimantan Timur,no
Pemerintah Provinsi Kalimantan Utara,Pemerintah Provinsi Kalimantan Tengah,no
Pemerintah Provinsi Kalimantan Utara,Pemprov Kalimantan Tengah,no
Pemerintah Provinsi Kalimantan Utara,Pemerintah Provinsi Kalimantan Timur,no
Pemerintah Provinsi Kepulauan Bangka Belitung,Pemkab Bangka,no
Pemerintah Provinsi Kepulauan Bangka Belitung,Pemprov Kepulauan Babel,yes
Pemerintah Provinsi Kepulauan Bangka Belitung,Pemerintah Provinsi Kepulauan Babel,yes
Pemerintah Provinsi Kepulauan Bangka Belitung,Pemerintah Provinsi Babel,yes
Pemerintah Provinsi Kepulauan Bangka Belitung,Pemprov Babel,yes
Pemerintah Provinsi Kepulauan Bangka Belitung,Pemerintah Kabupaten Bangka,no
Pemerintah Provinsi Kepulauan Bangka Belitung,Pemprov Bangka Belitung,yes
Pemerintah Provinsi Kepulauan Bangka Belitung,Pemerintah Provinsi Bangka Belitung,yes
Pemerintah Provinsi Kepulauan Bangka Belitung,Pemprov Kepulauan Bangka Belitung,yes
Pemerintah Provinsi Kepulauan Riau,Pemprov Kepulauan Riau,yes
Pemerintah Provinsi Kepulauan Riau,Pemprov Kepri,yes
Pemerintah Provinsi Kepulauan Riau,Pemprov Riau,no
Pemerintah Provinsi Kepulauan Riau,Pemerintah Provinsi Kepri,yes
Pemerintah Provinsi Kepulauan Riau,Pemerintah Provinsi Riau,no
Pemerintah Provinsi Lampung,Pemerintah Kabupaten Lampung Tengah,no
Pemerintah Provinsi Lampung,Pemerintah Kabupaten Lampung Selatan,no
Pemerintah Provinsi Lampung,Pemerintah Kabupaten Lampung Utara,no
Pemerintah Provinsi Lampung,Pemkab Lampung Utara,no
Pemerintah Provinsi Lampung,Pemerintah Kota Bandar Lampung,no
Pemerintah Provinsi Lampung,Pemprov Lampung,yes
Pemerintah Provinsi Lampung,Pemerintah Kabupaten Lampung Timur,no
Pemerintah Provinsi Lampung,Pemkab Lampung Selatan,no
Pemerintah Provinsi Lampung,Pemerintah Kabupaten Lampung Barat,no
Pemerintah Provinsi Lampung,Pemkab Lampung Tengah,no
Pemerintah Provinsi Lampung,Pemkot Bandar Lampung,no
Pemerintah Provinsi Lampung,Pemkab Lampung Timur,no
Pemerintah Provinsi Lampung,Pemkab Lampung Barat,no
Pemerintah Provinsi Maluku,Pemerintah Provinsi Maluku Utara,no
Pemerintah Provinsi Maluku,Pemprov Maluku,yes
Pemerintah Provinsi Maluku,Pemprov Maluku Utara,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemkab Aceh Tengah,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemerintah Kabupaten Aceh Timur,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemkab Aceh Utara,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemerintah Kabupaten Aceh Utara,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemkab Aceh Tenggara,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemerintah Kabupaten Aceh Tenggara,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemkab Aceh Jaya,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemerintah Kabupaten Aceh Jaya,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemerintah Kabupaten Aceh Tengah,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemkab Aceh Tamiang,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemkab Aceh Timur,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemkab Aceh Barat Daya,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemerintah Kabupaten Aceh Barat Daya,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemkab Aceh Singkil,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemerintah Kabupaten Aceh Singkil,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemkab Aceh Selatan,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemerintah Kabupaten Aceh Selatan,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemerintah Kabupaten Aceh Tamiang,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemerintah Kabupaten Aceh Barat,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemkab Aceh Barat,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemkot Banda Aceh,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemerintah Kota Banda Aceh,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemkab Aceh Besar,no
Pemerintah Provinsi Nanggroe Aceh Darusalam,Pemerintah Kabupaten Aceh Besar,no
Pemerintah Provinsi Nusa Tenggara Barat,Pemprov NTB,yes
Pemerintah Provinsi Nusa Tenggara Barat,Pemprov Nusa Tenggara Timur,no
Pemerintah Provinsi Nusa Tenggara Barat,Pemerintah Provinsi NTB,yes
Pemerintah Provinsi Nusa Tenggara Barat,Pemerintah Provinsi Nusa Tenggara Timur,no
Pemerintah Provinsi Nusa Tenggara Barat,Pemprov Nusa Tenggara Barat,yes
Pemerintah Provinsi Nusa Tenggara Timur,Pemprov Nusa Tenggara Barat,no
Pemerintah Provinsi Nusa Tenggara Timur,Pemerintah Provinsi Nusa Tenggara Barat,no
Pemerintah Provinsi Nusa Tenggara Timur,Pemerintah Provinsi NTT,yes
Pemerintah Provinsi Nusa Tenggara Timur,Pemprov NTT,yes
Pemerintah Provinsi Nusa Tenggara Timur,Pemprov Nusa Tenggara Timur,yes
Pemerintah Provinsi Papua,Pemerintah Provinsi Papua Barat,no
Pemerintah Provinsi Papua,Pemprov Papua Barat,no
Pemerintah Provinsi Papua,Pemprov Papua,yes
Perum DAMRI,Perusahaan Umum DAMRI,yes
Perum DAMRI,Perum DAMRI UABK Bandung,yes
Perum DAMRI,Perum Bulog,no
Perum DAMRI,Perum Peruri,no
PT Jaminan Kredit Indonesia (Jamkrindo),PT Jamkrindo,yes
PT Jaminan Kredit Indonesia (Jamkrindo),PT Jamkrindo Cabang Bandung,yes
PT Jaminan Kredit Indonesia (Jamkrindo),PT Asuransi Kredit Indonesia (Persero),no
PT Jaminan Kredit Indonesia (Jamkrindo),PT Kredit Pintar Indonesia,no
Perum Jasa Tirta I,Jasa Tirta,yes
Perum Jasa Tirta I,Jasa Tirta I,yes
Perum Jasa Tirta I,Jasa Tirta II,no
Perum Jasa Tirta I,Jasa Tirta 2,no
Perum Lembaga Kantor Berita Nasional Antara (LKBN Antara),Lembaga Kantor Berita Nasional Antara Biro Jawa Barat,yes
Perum Lembaga Kantor Berita Nasional Antara (LKBN Antara),Perum LKBN Antara,yes
Perum Lembaga Kantor Berita Nasional Antara (LKBN Antara),Perum Pembangunan Perumahan Nasional (Perumnas),no
Perum Lembaga Kantor Berita Nasional Antara (LKBN Antara),Kantor Perum DAMRI,no
Perum Pembangunan Perumahan Nasional (Perumnas),Perusahaan Umum Pembangunan Perumahan Nasional,yes
Perum Pembangunan Perumahan Nasional (Perumnas),Perum Perumnas,yes
Perum Pembangunan Perumahan Nasional (Perumnas),Perum Lembaga Kantor Berita Nasional Antara (LKBN Antara),no
Perum Pembangunan Perumahan Nasional (Perumnas),Konsumen Perumahan Nasional,no
Perum Percetakan Uang Republik Indonesia (Peruri),Perum Peruri,yes
Perum Percetakan Uang Republik Indonesia (Peruri),Peruri,yes
Perum Percetakan Uang Republik Indonesia (Peruri),Perum Percetakan Negara Republik Indonesia (PNRI),no
Perum Percetakan Uang Republik Indonesia (Peruri),Perum Perikanan Indonesia,no
Perum Produksi Film Negara (PFN),Perum PFN,yes
Perum Produksi Film Negara (PFN),Perusahaan Umum Produksi Film Negara,yes
Perum Produksi Film Negara (PFN),Perum Kehutanan Negara (Perhutani),no
Perum Produksi Film Negara (PFN),Perum Percetakan Negara Republik Indonesia (PNRI),no
"PT Adhi Karya (Persero), Tbk.",PT Adhi Karya,yes
"PT Adhi Karya (Persero), Tbk.",Adhi Karya,yes
"PT Adhi Karya (Persero), Tbk.",PT Amarta Karya (Persero),no
"PT Adhi Karya (Persero), Tbk.",PT Karya Solusi Prima Sejahtera,no
PT Amarta Karya (Persero),PT AMKA,yes
PT Amarta Karya (Persero),Amarta Karya,yes
PT Amarta Karya (Persero),PT Adhi Karya (Persero),no
PT Amarta Karya (Persero),PT Karya Solusi Prima Sejahtera,no
PT Angkasa Pura I (Persero),Angkasa Pura,yes
PT Angkasa Pura I (Persero),AP1,yes
PT Angkasa Pura I (Persero),Angkasa Pura II,no
PT Angkasa Pura I (Persero),Angkasa Pura 2,no
PT Angkasa Pura II (Persero),Angkasa Pura 2,yes
PT Angkasa Pura II (Persero),AP2,yes
PT Angkasa Pura II (Persero),Angkasa Pura,no
PT Angkasa Pura II (Persero),PT Angkasa Pura,no
PT Asabri,PT Asabri (Persero),yes
PT Asabri,Perseta Asabri Pensiunan Polri,yes
PT Asabri,PT Amarta Karya (Persero),no
PT Asabri,PT Asahimas Flat Glass,no
PT Asdp Indonesia Ferry (Persero),PT ASDP Ferry Indonesia,yes
PT Asdp Indonesia Ferry (Persero),ASDP,yes
PT Asdp Indonesia Ferry (Persero),PT Asuransi Jasa Indonesia (Persero),no
PT Asdp Indonesia Ferry (Persero),PT Ferry Sonneville,no
PT Asuransi Jasa Indonesia (Persero),Asuransi Jasindo,yes
PT Asuransi Jasa Indonesia (Persero),Asuransi Jasa Indonesia,yes
PT Asuransi Jasa Indonesia (Persero),PT Asuransi Jasa Raharja (Persero),no
PT Asuransi Jasa Indonesia (Persero),PT Asuransi Jiwasraya (Persero),no
PT Asuransi Jiwasraya (Persero),Asuransi Jiwasraya,yes
PT Asuransi Jiwasraya (Persero),Jiwasraya,yes
PT Asuransi Jiwasraya (Persero),PT Asuransi Jasa Indonesia (Persero),no
PT Asuransi Jiwasraya (Persero),PT Asuransi Kredit Indonesia (Persero),no
PT Asuransi Kredit Indonesia (Persero),Askrindo,yes
PT Asuransi Kredit Indonesia (Persero),PT Askrindo,yes
PT Asuransi Kredit Indonesia (Persero),PT Asuransi Jasa Indonesia (Persero),no
PT Asuransi Kredit Indonesia (Persero),PT Asuransi Jiwasraya (Persero),no
PT Bahana Pembinaan Usaha Indonesia (Persero),Indonesia Financial Group (IFG),yes
PT Bahana Pembinaan Usaha Indonesia (Persero),BPUI,yes
PT Bahana Pembinaan Usaha Indonesia (Persero),PT Bahana Sekuritas,no
PT Bahana Pembinaan Usaha Indonesia (Persero),PT Bahana Selaras,no
"PT Bank Mandiri (Persero), Tbk.",Bank Mandiri,yes
"PT Bank Mandiri (Persero), Tbk.",Bank Mandiri Cihampelas,yes
"PT Bank Mandiri (Persero), Tbk.",PT Sentral Utama Teknikal Mandiri,no
"PT Bank Mandiri (Persero), Tbk.",PT Bank Central Asia Tbk,no
"PT Bank Negara Indonesia (Persero), Tbk. (BNI)",Bank BNI Kantor Cabang Karawang,yes
"PT Bank Negara Indonesia (Persero), Tbk. (BNI)",BNI 46,yes
"PT Bank Negara Indonesia (Persero), Tbk. (BNI)",Bank Rakyat Indonesia,no
"PT Bank Negara Indonesia (Persero), Tbk. (BNI)",Bank Tabungan Negara,no
"PT Bank Rakyat Indonesia (Persero), Tbk. (BRI)",Bank Rakyat Indonesia Cabang Sintang,yes
"PT Bank Rakyat Indonesia (Persero), Tbk. (BRI)",Bank BRI Unit Prambanan,yes
"PT Bank Rakyat Indonesia (Persero), Tbk. (BRI)",Bank Negara Indonesia,no
"PT Bank Rakyat Indonesia (Persero), Tbk. (BRI)",Bank Indonesia,no
PT Bank Tabungan Negara (Persero) (BTN),Bank BTN Jayapura,yes
PT Bank Tabungan Negara (Persero) (BTN),BTN Pluit,yes
PT Bank Tabungan Negara (Persero) (BTN),Bank Negara Indonesia,no
PT Bank Tabungan Negara (Persero) (BTN),PT Bank Tabungan Pensiunan Nasional,no
PT Barata Indonesia (Persero),Barata Indonesia,yes
PT Barata Indonesia (Persero),PT Barata Indonesia,yes
PT Barata Indonesia (Persero),PT Bank Rakyat Indonesia,no
PT Barata Indonesia (Persero),PT Barata Guna Perkasa,no
PT Berdikari (Persero),Berdikari,yes
PT Berdikari (Persero),PT Berdikari,yes
PT Berdikari (Persero),PT Bio Farma,no
PT Berdikari (Persero),PT Bersama Zatta Jaya,no
PT Bhanda Ghara Reksa (Persero),PT BGR Logistik Indonesia,yes
PT Bhanda Ghara Reksa (Persero),BGR,yes
PT Bhanda Ghara Reksa (Persero),PT Danareksa (Persero),no
PT Bhanda Ghara Reksa (Persero),PT Bhakti Multi Artha Tbk,no
PT Bina Karya (Persero),Bina Karya,yes
PT Bina Karya (Persero),Bina Karya Persero,yes
PT Bina Karya (Persero),SMK S SWA Bina Karya,no
PT Bina Karya (Persero),PT Bina Karya Prima,no
PT Bio Farma,PT Bio Farma Bandung,yes
PT Bio Farma,Bio Farma,yes
PT Bio Farma,PT Kimia Farma,no
PT Bio Farma,PT Farma Sevaka Nusantara,no
PT Biro Klasifikasi Indonesia (Persero),BKI,yes
PT Biro Klasifikasi Indonesia (Persero),PT Biro Klasifikasi Indonesia (Persero) Cabang Cirebon,yes
PT Biro Klasifikasi Indonesia (Persero),Biro Perencanaan DPR RI,no
PT Biro Klasifikasi Indonesia (Persero),PT Biro Teknik Sinar Baru,no
PT Boma Bisma Indra (Persero),BBI,yes
PT Boma Bisma Indra (Persero),PT Boma Bisma Indra (Persero) Cabang Jakarta,yes
PT Boma Bisma Indra (Persero),PT Boma Tirta Prima,no
PT Boma Bisma Indra (Persero),PT Bisma Putra Persada,no
PT Dirgantara Indonesia (Persero),PTDI,yes
PT Dirgantara Indonesia (Persero),PT Dirgantara Indonesia,yes
PT Dirgantara Indonesia (Persero),PT Dirgantara Yudha Artha,no
PT Dirgantara Indonesia (Persero),PT Garuda Indonesia,no
"PT Garuda Indonesia (Persero), Tbk.",Garuda Indonesia,yes
"PT Garuda Indonesia (Persero), Tbk.",PT Garuda Indonesia,yes
"PT Garuda Indonesia (Persero), Tbk.",PT Garuda Metalindo,no
"PT Garuda Indonesia (Persero), Tbk.",PT Garuda Mart Indonesia,no
PT Energy Management Indonesia,Emipersero,yes
PT Energy Management Indonesia,PT EMI,yes
PT Energy Management Indonesia,Indonesia Energy Corporation,no
PT Energy Management Indonesia,PT Indika Energy,no
PT Garam,Garam,yes
PT Garam,PT Garam (Persero),yes
PT Garam,PT Gudang Garam Tbk,no
PT Garam,PT Garam Nusantara Lestari,no
PT Hutama Karya (Persero),Hutama Karya,yes
PT Hutama Karya (Persero),HK,yes
PT Hutama Karya (Persero),PT Karya Utamaputra Mandiri,no
PT Hutama Karya (Persero),PT Karya Putra Nusantara Perkasa,no
PT Indah Karya (Persero),Indah Karya,yes
PT Indah Karya (Persero),PT Indah Karya,yes
PT Indah Karya (Persero),PT Indra Karya (Persero),no
PT Indah Karya (Persero),PT Hutama Karya,no
PT Indonesia Asahan Alumunium (Inalum),PT Inalum,yes
PT Indonesia Asahan Alumunium (Inalum),PT Indonesia Asahan Aluminium (Persero),yes
PT Indonesia Asahan Alumunium (Inalum),PT Daiki Aluminium Industry Indonesia,no
PT Indonesia Asahan Alumunium (Inalum),PT Aluminium Karya Abadi,no
PT Indra Karya (Persero),Indra Karya,yes
PT Indra Karya (Persero),PT Indra Karya,yes
PT Indra Karya (Persero),PT Indah Karya (Persero),no
PT Indra Karya (Persero),PT Hutama Karya (Persero),no
PT Industri Kapal Indonesia (Persero),PT IKI (Persero),yes
PT Industri Kapal Indonesia (Persero),Industri Kapal Indonesia,yes
PT Industri Kapal Indonesia (Persero),PT Industri Kereta Api (Persero),no
PT Industri Kapal Indonesia (Persero),PT Industri Nuklir Indonesia (Persero),no
PT Industri Nuklir Indonesia (Persero),PT INUKI (Persero),yes
PT Industri Nuklir Indonesia (Persero),Industri Nuklir Indonesia,yes
PT Industri Nuklir Indonesia (Persero),PT Industri Kapal Indonesia (Persero),no
PT Industri Nuklir Indonesia (Persero),PT Industri Baterai Indonesia,no
PT Industri Sandang Nusantara (Persero),PT ISN (Persero),yes
PT Industri Sandang Nusantara (Persero),Industri Sandang Nusantara,yes
PT Industri Sandang Nusantara (Persero),PT Bio Industri Nusantara,no
PT Industri Sandang Nusantara (Persero),PT Industri Nusantara Sejahtera Abadi,no
PT Industri Telekomunikasi Indonesia (Persero),PT INTI (Persero),yes
PT Industri Telekomunikasi Indonesia (Persero),INTI,yes
PT Industri Telekomunikasi Indonesia (Persero),PT Industri Nuklir Indonesia (Persero),no
PT Industri Telekomunikasi Indonesia (Persero),PT Industri Kapal Indonesia (Persero),no
PT Istaka Karya (Persero),Istaka Karya,yes
PT Istaka Karya (Persero),PT Istaka Karya,yes
PT Istaka Karya (Persero),PT Indra Karya (Persero),no
PT Istaka Karya (Persero),PT Indah Karya (Persero),no
"PT Jasa Marga (Persero), Tbk.",Jasa Marga,yes
"PT Jasa Marga (Persero), Tbk.",PT Jasa Marga Cabang Purbaleunyi,yes
"PT Jasa Marga (Persero), Tbk.",PT Jasa Raharja (Persero),no
"PT Jasa Marga (Persero), Tbk.",PT Jasa Sarana,no
PT Kawasan Industri Wijayakusuma (Persero),PT KIW,yes
PT Kawasan Industri Wijayakusuma (Persero),Kawasan Industri Wijayakusuma,yes
PT Kawasan Industri Wijayakusuma (Persero),PT Kawasan Berikat Nusantara (Persero),no
PT Kawasan Industri Wijayakusuma (Persero),PT Industri Telekomunikasi Indonesia,no
PT Kliring Berjangka Indonesia (Persero),PT KBI,yes
PT Kliring Berjangka Indonesia (Persero),Kliring Berjangka Indonesia,yes
PT Kliring Berjangka Indonesia (Persero),PT Solid Gold Berjangka,no
PT Kliring Berjangka Indonesia (Persero),PT Kliring Penjaminan Efek Indonesia,no
PT Krakatau Steel (Persero) Tbk.,Krakatau Steel,yes
PT Krakatau Steel (Persero) Tbk.,PT Krakatau Steel,yes
PT Krakatau Steel (Persero) Tbk.,PT Steel Pipe Industry of Indonesia Tbk,no
PT Krakatau Steel (Persero) Tbk.,PT Steel Center Indonesia,no
PT Len Industri (Persero),Len Industri,yes
PT Len Industri (Persero),Len,yes
PT Len Industri (Persero),PT Industri Kapal Indonesia (Persero),no
PT Len Industri (Persero),PT Lentera Dana Nusantara,no
PT PAL Indonesia (Persero),PAL Indonesia,yes
PT PAL Indonesia (Persero),PT PAL,yes
PT PAL Indonesia (Persero),PT Kliring Berjangka Indonesia (Persero),no
PT PAL Indonesia (Persero),PT Palma Serasih,no
PT PANN Pembiayaan Maritim (Persero),PT PANN,yes
PT PANN Pembiayaan Maritim (Persero),PANN Pembiayaan Maritim,yes
PT PANN Pembiayaan Maritim (Persero),PT Maritim Barito Perkasa,no
PT PANN Pembiayaan Maritim (Persero),PT Pembiayaan Digital Indonesia,no
PT Pelabuhan Indonesia II (Persero),Pelindo II,yes
PT Pelabuhan Indonesia II (Persero),Pelabuhan Indonesia II,yes
PT Pelabuhan Indonesia II (Persero),Pelabuhan Indonesia,no
PT Pelabuhan Indonesia II (Persero),Pelindo,no
PT Pelabuhan Indonesia IV (Persero),Pelabuhan Indonesia IV,yes
PT Pelabuhan Indonesia IV (Persero),Pelindo IV,yes
PT Pelabuhan Indonesia IV (Persero),PT Pelabuhan Indonesia I,no
PT Pelabuhan Indonesia IV (Persero),Pelindo,no
PT Penerbitan Dan Percetakan Balai Pustaka (Persero),PT Balai Pustaka,yes
PT Penerbitan Dan Percetakan Balai Pustaka (Persero),Balai Pustaka,yes
